#id	set	correctLabelW0orW1	warrant0	warrant1	reason	claim	debateTitle	debateInfo
18241716_0_A1DJNUJZN8FE7N	test	1	[2382, 2692, 32, 354, 148, 30, 53, 20, 4523]	[2382, 2692, 32, 354, 4523, 30, 53, 20, 148]	[151, 184, 336, 354, 4, 19, 2382, 2692, 6]	[151, 184, 19, 10, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
18864173_353_A1I4CYG5YDFTYM	test	1	[67, 7, 1617, 12, 10, 1903, 2182, 57, 460]	[67, 7, 1617, 12, 1903, 2182, 57, 460]	[128, 251, 3, 741, 21, 20, 12, 7, 2182, 4, 15, 1633, 31, 352, 7, 187, 40, 54, 4, 15, 5486, 6]	[460, 19, 1069, 7, 578, 702, 13, 625]	[146, 460, 1348, 7, 1138, 1349, 13, 1346, 5]	[1326, 34, 908, 798, 4, 449, 1345, 342, 19, 94, 1203, 13, 956, 7, 1198, 702, 21, 1344, 470, 29, 625, 6]
17140473_90_APW9F8OTJ4KXO	test	1	[399, 7, 1694, 1803, 968]	[399, 7, 1694, 1803, 594]	[233, 4492, 17, 10, 15, 2236, 41, 7, 1694, 1803, 6]	[2159, 34, 943, 858, 311, 57, 2006, 2892]	[39, 2159, 34, 943, 3607, 31, 565, 305, 57, 3566, 2763, 5]	[127, 36, 684, 7, 3301, 16, 2451, 32, 1761, 311, 6, 2751, 246, 21, 85, 2803, 3, 903, 2481, 9, 2388, 3457, 6]
18248824_166_AE861G0AY5RGT	test	0	[3, 4073, 9, 52, 1514, 59, 10, 19, 7, 130, 4, 15, 1903, 30, 125, 53, 7, 641]	[3, 4073, 9, 52, 1514, 51, 7, 130, 4, 15, 1903, 30, 125, 53, 7, 641]	[6040, 1966, 3, 641, 1351, 11, 30, 125, 53, 3, 2516, 9, 3, 3709, 6]	[151, 184, 19, 10, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
19639295_283_A3GNQDFPZALU92	test	1	[3752, 84, 1033, 78, 237, 3, 1970, 14, 128, 1830, 3, 2257]	[107, 84, 1033, 78, 96, 3, 1970, 14, 128, 4394, 60, 2257]	[2497, 629, 131, 29, 3, 517, 2005, 14, 456, 5600, 32, 404, 1675, 128, 186, 197, 4, 56, 7, 30, 2556, 5583, 8, 4371, 415, 2817, 6]	[770, 1050, 11, 1563]	[58, 770, 1573, 1577, 5]	[121, 3, 170, 804, 4, 1033, 111, 285, 14, 31, 1568, 1433, 42, 5]
18246465_747_A34QZDSTKZ3JO9	test	1	[69, 43, 24, 36, 15, 4219, 40, 677]	[85, 109, 249, 27, 1684, 40, 7, 115]	[193, 106, 4, 2205, 479, 685, 53, 15, 5436, 77, 4, 459, 6]	[151, 184, 19, 10, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
19120405_324_A1CF6U3GF7DZEJ	test	1	[49, 11, 1537, 4, 2754, 734, 16, 80, 475]	[49, 11, 10, 2754, 734]	[2754, 734, 12, 52, 4307, 9, 715, 4290, 5519, 3, 2522, 341, 6]	[361, 384, 383, 27, 10, 906, 7, 469]	[103, 7, 361, 386, 821, 961, 7, 735, 5]	[33, 20, 372, 703, 31, 860, 13, 7, 383, 4, 959, 425, 31, 239, 904, 16, 7, 924, 776, 5]
18554051_43_A34QZDSTKZ3JO9	test	1	[24, 36, 117, 15, 197, 4, 1312, 501]	[24, 36, 10, 15, 197, 4, 1312, 501]	[102, 5431, 3, 397, 9, 5664, 57, 2409, 215, 4, 1312, 180, 464, 45, 6]	[1207, 17, 10, 2243, 335]	[25, 1207, 2426, 3, 335, 5]	[48, 136, 12, 16, 3, 2343, 9, 7, 715, 8, 224, 1569, 14, 10, 4, 2345, 7, 1998, 1977, 14, 8, 3, 2416, 1652, 11, 806, 2066, 344, 6]
18241716_0_A1HKYY6XI2OHO1	test	0	[80, 24, 107, 2545, 31, 2382, 2692]	[60, 109, 2811, 2545, 31, 2382, 2692]	[151, 184, 336, 354, 4, 19, 2382, 2692, 6]	[151, 184, 19, 10, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
19122484_258_A34QZDSTKZ3JO9	test	0	[1669, 23, 10, 19, 7, 130, 4, 132, 1536]	[1669, 19, 7, 130, 4, 132, 1536]	[5330, 26, 11, 395, 8, 19, 511, 14, 119, 26, 17, 10, 336, 79, 511, 4, 2476, 3, 72, 3989, 6]	[361, 384, 383, 27, 10, 906, 7, 469]	[103, 7, 361, 386, 821, 961, 7, 735, 5]	[33, 20, 372, 703, 31, 860, 13, 7, 383, 4, 959, 425, 31, 239, 904, 16, 7, 924, 776, 5]
18247132_0_A1DJNUJZN8FE7N	test	1	[4404, 511, 427, 2545]	[4404, 511, 427, 1557]	[151, 184, 19, 4404, 8, 574, 511, 6]	[151, 184, 19, 10, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
18546160_70_A1CF6U3GF7DZEJ	test	1	[277, 1218, 20, 2261]	[277, 1218, 20, 3, 185, 64]	[1207, 28, 390, 217, 18, 189, 344, 86, 26, 2243, 3, 335, 6]	[1207, 17, 10, 2243, 335]	[25, 1207, 2426, 3, 335, 5]	[48, 136, 12, 16, 3, 2343, 9, 7, 715, 8, 224, 1569, 14, 10, 4, 2345, 7, 1998, 1977, 14, 8, 3, 2416, 1652, 11, 806, 2066, 344, 6]
18250168_159_A1CF6U3GF7DZEJ	test	1	[2129, 78, 19, 4767, 19, 252, 104, 16, 5548, 14, 5531, 1694]	[2129, 78, 19, 4767, 19, 252, 104, 16, 7, 5713, 14, 3679, 1694]	[5972, 657, 8, 24, 78, 459, 2261, 17, 15, 197, 4, 2868, 6]	[151, 184, 19, 10, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
17760020_14_A1I4CYG5YDFTYM	test	0	[26, 23, 10, 263, 16, 3, 64, 9, 2653, 44, 1608, 262, 1619, 56, 4, 3, 3064, 9, 3, 293, 552]	[26, 263, 16, 3, 64, 9, 2653, 44, 1608, 262, 1619, 56, 4, 3, 3064, 9, 3, 293, 552]	[2000, 5867, 11, 309, 67, 5705, 57, 293, 6]	[2162, 11, 972, 16, 181]	[58, 2162, 6042, 31, 5999, 16, 181, 5]	[1963, 27, 5977, 34, 2000, 5850, 15, 2195, 50, 2480, 3, 449, 180, 293, 218, 2854, 14, 32, 3, 2162, 6051, 16, 2541, 5875, 5963, 32, 597, 5]
18693756_293_APW9F8OTJ4KXO	test	0	[452, 3880, 17, 15, 5605]	[452, 3880, 17, 15, 3798]	[1797, 11, 192, 29, 87, 1825, 6]	[1797, 17, 15, 2878, 29, 87, 1825]	[25, 1797, 89, 2922, 29, 165, 2563, 5]	[2920, 246, 1493, 279, 1825, 359, 6, 2923, 1688, 3, 492, 1493, 19, 29, 72, 637, 8, 683, 1114, 6]
18248396_0_A1HKYY6XI2OHO1	test	1	[55, 11, 309, 1152, 9, 24, 78, 23, 18, 237, 3, 4818, 9, 3795]	[55, 11, 1152, 9, 24, 78, 237, 3, 4818, 9, 3795]	[481, 55, 11, 60, 5802, 8, 5178, 11, 1829, 14, 26, 1660, 4, 237, 3, 5772, 9, 3795, 6]	[151, 184, 19, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
18301753_0_A34QZDSTKZ3JO9	test	1	[10, 671, 5555, 12, 2319]	[43, 1564, 11, 2319]	[1205, 10, 671, 249, 78, 51, 912, 7, 2888, 5737, 51, 2319, 128, 1017, 43, 2457, 3, 791, 26, 19, 252, 8, 5714, 4, 15, 83, 6]	[1555, 17, 15, 88, 4, 909]	[25, 1555, 1289, 89, 805, 4, 2557, 5]	[2272, 2538, 1564, 16, 2183, 367, 19, 872, 7, 2537, 492, 29, 2001, 34, 227, 6]
18246928_0_APW9F8OTJ4KXO	test	1	[43, 1970, 23, 10, 19, 623, 857, 8, 1292, 690, 211, 2459, 57, 4655, 356]	[43, 1970, 19, 623, 857, 8, 1292, 23, 10, 690, 211, 2459, 57, 4655, 356]	[481, 356, 11, 1432, 14, 20, 12, 5624, 57, 24, 107, 699, 6]	[151, 184, 19, 10, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
17145000_293_A34QZDSTKZ3JO9	test	0	[30, 24, 2006, 42, 46, 10, 4931, 3, 5107]	[30, 24, 2006, 42, 46, 4931, 3, 5107]	[2763, 11, 7, 5897, 1331, 13, 311, 6]	[2159, 34, 943, 858, 311, 57, 2006, 2892]	[39, 2159, 34, 943, 3607, 31, 565, 305, 57, 3566, 2763, 5]	[127, 36, 684, 7, 3301, 16, 2451, 32, 1761, 311, 6, 2751, 246, 21, 85, 2803, 3, 903, 2481, 9, 2388, 3457, 6]
18249031_619_A1CF6U3GF7DZEJ	test	0	[98, 4037, 11, 577, 5498, 14, 8, 19, 3843, 1677, 511]	[98, 4037, 19, 577, 1544, 5693, 14, 31, 19, 330, 4, 274, 511]	[601, 5574, 11, 791, 31, 5576, 8, 22, 4550, 11, 5596, 16, 3, 356, 6]	[151, 184, 19, 10, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
18038746_0_A104V8NZIQFN2F	test	0	[299, 12, 52, 2881, 21, 4757, 5560, 764, 9, 1550, 342]	[299, 12, 52, 2881, 21, 4757, 2850, 1550, 342]	[2926, 51, 7, 1237, 31, 5466, 1550, 342, 8, 543, 6]	[1574, 59, 18, 2834, 4, 299]	[121, 1574, 199, 3744, 16, 299, 5]	[2274, 2219, 2926, 28, 592, 29, 395, 342, 8, 76, 425, 663, 29, 3, 2000, 1780, 51, 3685, 32, 425, 449, 180, 293, 14, 12, 1057, 7, 1972, 1317, 5]
19642659_215_A104V8NZIQFN2F	test	0	[7, 391, 131, 4227, 7, 416, 9, 390]	[7, 391, 131, 1791, 7, 416, 9, 390]	[102, 12, 243, 1979, 4, 19, 3, 131, 599, 196, 6]	[770, 1050, 11, 1563]	[58, 770, 1573, 1577, 5]	[121, 3, 170, 804, 4, 1033, 111, 285, 14, 31, 1568, 1433, 42, 5]
19124082_185_APW9F8OTJ4KXO	test	0	[49, 11, 1801, 1237, 4639, 130, 288]	[49, 11, 10, 1801, 1237, 4639, 130, 288]	[272, 49, 11, 513, 4, 68, 118, 175, 1237, 14, 836, 4535, 14, 5765, 14, 8, 2853, 19, 4, 15, 1852, 5956, 6]	[361, 384, 383, 27, 906, 7, 469]	[103, 7, 361, 386, 821, 961, 7, 735, 5]	[33, 20, 372, 703, 31, 860, 13, 7, 383, 4, 959, 425, 31, 239, 904, 16, 7, 924, 776, 5]
18362833_8_A1I4CYG5YDFTYM	test	0	[26, 11, 4849, 32, 45, 142, 8, 10, 1906, 712, 205, 3, 506]	[26, 11, 4849, 32, 45, 142, 8, 1288, 2832, 8, 2832]	[1651, 12, 183, 7, 4605, 737, 145, 830, 6]	[1651, 12, 10, 7, 578, 2340]	[33, 1651, 7, 1138, 3730, 5]	[1347, 3658, 246, 3, 830, 28, 3745, 1335, 2831, 3653, 529, 6]
18321898_210_A34QZDSTKZ3JO9	test	1	[43, 3758, 277, 11, 90, 24, 603]	[3758, 277, 11, 10, 90, 24]	[1555, 17, 15, 197, 4, 19, 22, 1066, 308, 342, 5744, 86, 26, 27, 5903, 26, 11, 7, 3758, 1222, 6]	[1555, 17, 15, 88, 4, 909]	[25, 1555, 1289, 89, 805, 4, 2557, 5]	[2272, 2538, 1564, 16, 2183, 367, 19, 872, 7, 2537, 492, 29, 2001, 34, 227, 6]
17141178_258_A3C9GGDXBZW62D	test	1	[24, 17, 15, 2233]	[24, 17, 10, 15, 2233]	[286, 5578, 9, 2455, 68, 533, 2233, 6]	[2159, 34, 943, 858, 311, 57, 2006, 2892]	[39, 2159, 34, 943, 3607, 31, 565, 305, 57, 3566, 2763, 5]	[127, 36, 684, 7, 3301, 16, 2451, 32, 1761, 311, 6, 2751, 246, 21, 85, 2803, 3, 903, 2481, 9, 2388, 3457, 6]
18432065_0_A1DJNUJZN8FE7N	test	0	[861, 19, 158, 115, 4, 126, 1967, 162]	[861, 19, 104, 391, 115, 4, 126, 1967, 162]	[282, 11, 43, 2966, 21, 861, 35, 4, 126, 4, 108, 24, 16, 1946, 6]	[1833, 975, 17, 15, 265]	[25, 1833, 2918, 13, 1798, 89, 289, 5]	[48, 145, 770, 2929, 1971, 60, 14, 119, 123, 20, 108, 2859, 3, 1455, 9, 2635, 2825, 2890, 1722, 213, 5]
18247268_242_AE861G0AY5RGT	test	1	[3, 237, 9, 3899, 3917, 275, 44, 3, 4038, 356, 138]	[3, 237, 9, 3899, 59, 18, 3766, 275, 44, 3, 4038, 356, 138]	[151, 184, 11, 52, 125, 209, 13, 1341, 147, 86, 80, 3899, 237, 42, 6]	[151, 184, 19, 10, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
18249187_90_A1LZPWVZRTUZD0	test	0	[84, 641, 184, 11, 149, 34, 1432]	[60, 641, 184, 11, 149, 34, 1432]	[1407, 1432, 356, 27, 15, 30, 2196, 8, 431, 53, 3, 1514, 6]	[151, 184, 19, 10, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
17412381_709_A34QZDSTKZ3JO9	test	0	[84, 4392, 133, 144, 192, 2901]	[80, 4392, 133, 11, 4641]	[272, 4392, 38, 144, 4641, 8, 5430, 14, 128, 23, 10, 1017, 26, 46, 771, 16, 75, 6]	[48, 4190, 1821, 12, 1112, 133]	[33, 3, 4190, 5385, 1576, 31, 5355, 763, 5]	[127, 246, 3, 5148, 13, 4911, 8, 5120, 231, 12, 69, 2857, 6]
19123469_286_A247LJDZOGXJK6	test	0	[20, 12, 239, 1026, 41, 7, 1222, 4, 4899, 1201]	[20, 12, 10, 239, 1026, 4, 4899, 1201]	[821, 3735, 3684, 20, 12, 304, 4, 793, 4727, 6]	[361, 384, 383, 27, 906, 7, 469]	[103, 7, 361, 386, 821, 961, 7, 735, 5]	[33, 20, 372, 703, 31, 860, 13, 7, 383, 4, 959, 425, 31, 239, 904, 16, 7, 924, 776, 5]
19637475_396_A2D7S8Y2FAUWMC	test	1	[517, 1050, 427, 1033, 4, 459, 26, 203, 30, 53, 3, 861]	[517, 1050, 336, 1033, 4, 126, 30, 99, 3, 861]	[48, 1033, 8, 22, 519, 203, 93, 55, 12, 528, 791, 147, 902, 861, 203, 7, 416, 6]	[770, 1050, 11, 1563]	[58, 770, 1573, 1577, 5]	[121, 3, 170, 804, 4, 1033, 111, 285, 14, 31, 1568, 1433, 42, 5]
18653311_204_AJNQ2PBD07FKE	test	0	[20, 5255, 60, 109, 186, 5084, 3, 4851]	[20, 5255, 74, 186, 5084, 3, 4851]	[282, 144, 104, 43, 24, 20, 186, 41, 5144, 41, 67, 16, 7, 5731, 5813, 6]	[3728, 499, 2515, 17, 19, 1661, 177]	[25, 3728, 2559, 4582, 146, 4579, 2930, 5]	[4574, 12, 4332, 1689, 717, 1970, 32, 1304, 4539, 14, 4451, 8, 4542, 642, 1214, 8, 4396, 6]
18244954_0_A1DJNUJZN8FE7N	test	0	[4613, 12, 443, 797, 4, 827]	[4613, 12, 160, 797, 4, 827]	[1556, 184, 14, 93, 5432, 14, 36, 160, 15, 4208, 14, 4266, 14, 8, 1951, 34, 3695, 6]	[151, 184, 19, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
18369303_182_A1CF6U3GF7DZEJ	test	1	[21, 12, 3, 243, 967, 9, 1508]	[21, 12, 10, 3, 243, 967, 9, 1508]	[48, 5594, 9, 2468, 5626, 8, 5558, 495, 61, 13, 22, 5595, 14, 119, 26, 11, 2872, 3, 1401, 69, 92, 13, 595, 6]	[1651, 12, 7, 578, 2340]	[33, 1651, 7, 1138, 3730, 5]	[1347, 3658, 246, 3, 830, 28, 3745, 1335, 2831, 3653, 529, 6]
18874843_469_A3PILUAB7LZGWQ	test	1	[460, 19, 7, 352, 8, 2812, 352, 869]	[460, 23, 10, 19, 7, 352, 8, 2812, 352, 869]	[1244, 91, 18, 5488, 1114, 456, 5819, 3, 1114, 9, 533, 6]	[460, 19, 1069, 7, 578, 702, 13, 625]	[146, 460, 1348, 7, 1138, 1349, 13, 1346, 5]	[1326, 34, 908, 798, 4, 449, 1345, 342, 19, 94, 1203, 13, 956, 7, 1198, 702, 21, 1344, 470, 29, 625, 6]
18249225_121_A34QZDSTKZ3JO9	test	1	[24, 16, 3, 641, 184, 670, 13, 4923, 5118]	[24, 16, 3, 641, 184, 23, 18, 670, 13, 4923, 5118]	[1556, 184, 11, 1066, 9, 5491, 1543, 1436, 13, 7, 449, 14, 10, 7, 5161, 6]	[151, 184, 19, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
18007465_155_A3PILUAB7LZGWQ	test	0	[2872, 24, 50, 3665, 12, 7, 1855, 13, 5198]	[2872, 24, 50, 3665, 12, 10, 7, 1855, 13, 5198]	[3806, 2912, 260, 18, 1456, 24, 65, 9, 3665, 14, 26, 3872, 5842, 6]	[1834, 2155, 17, 10, 15, 2830]	[25, 1834, 2155, 89, 3743, 5]	[2274, 923, 105, 3, 1580, 9, 225, 3, 3742, 3671, 2187, 4, 3, 420, 14, 12, 3727, 3736, 130, 4, 68, 239, 7, 3652, 5]
18243112_0_A34QZDSTKZ3JO9	test	1	[55, 11, 10, 43, 511, 16, 3, 641, 1351]	[55, 11, 43, 511, 196, 16, 3, 641, 1351]	[1556, 184, 11, 421, 4, 370, 7, 2847, 2851, 9, 511, 6]	[151, 184, 19, 10, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
18244616_0_A104V8NZIQFN2F	test	0	[20, 12, 881, 4, 796, 65, 686, 3496]	[20, 12, 95, 4, 769, 686, 3496]	[6037, 5467, 12, 1116, 65, 16, 3, 641, 1351, 6]	[151, 184, 19, 10, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
18336931_0_AYFOAD75CRBKE	test	1	[278, 12, 288, 4823]	[278, 12, 443, 4823]	[5647, 213, 11, 30, 800, 4, 15, 7, 1216, 600, 6]	[1180, 12, 10, 7, 1216, 600]	[33, 1180, 7, 1931, 948, 5]	[121, 629, 278, 229, 4, 3, 96, 9, 30, 304, 213, 14, 399, 20, 69, 304, 4, 687, 5]
18249368_164_A34QZDSTKZ3JO9	test	1	[4540, 8, 1266, 68, 109, 5423]	[4540, 8, 1266, 68, 109, 1120]	[151, 184, 336, 13, 2232, 9, 45, 1191, 8, 5760, 7, 4540, 8, 1266, 124, 107, 16, 275, 1440, 6]	[151, 184, 19, 10, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
18553740_193_AYFOAD75CRBKE	test	1	[63, 4514, 51, 7, 391, 3873, 4, 3, 1883]	[63, 4514, 51, 7, 1875, 3873, 4, 3, 1883]	[282, 12, 52, 4514, 16, 1207, 6]	[1207, 17, 2243, 335]	[25, 1207, 2426, 3, 335, 5]	[48, 136, 12, 16, 3, 2343, 9, 7, 715, 8, 224, 1569, 14, 10, 4, 2345, 7, 1998, 1977, 14, 8, 3, 2416, 1652, 11, 806, 2066, 344, 6]
18362833_247_A1CF6U3GF7DZEJ	test	0	[26, 27, 3667, 34, 65, 50, 67, 4976, 57, 22, 2184, 5088]	[26, 27, 10, 3667, 34, 65, 50, 67, 4976, 57, 22, 2184, 5088]	[193, 27, 596, 10, 4, 96, 1651, 6]	[1651, 12, 10, 7, 578, 2340]	[33, 1651, 7, 1138, 3730, 5]	[1347, 3658, 246, 3, 830, 28, 3745, 1335, 2831, 3653, 529, 6]
18243112_160_A1I4CYG5YDFTYM	test	0	[98, 1191, 11, 160, 2782, 31, 5266, 4, 3947, 171]	[98, 1191, 11, 10, 160, 2782, 31, 5266, 4, 3947, 171]	[151, 184, 336, 45, 1191, 4, 15, 2674, 6]	[151, 184, 19, 10, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
18244743_509_A104V8NZIQFN2F	test	1	[3, 95, 598, 9, 404, 187, 144, 41, 7, 4746, 4055]	[3, 1656, 598, 9, 404, 187, 144, 41, 7, 4746, 4055]	[151, 184, 19, 5584, 157, 1829, 75, 5420, 4054, 14, 3669, 60, 1822, 31, 1341, 6]	[151, 184, 19, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
18246850_640_A104V8NZIQFN2F	test	0	[128, 1830, 10, 1019, 13, 5357]	[128, 1830, 1019, 13, 5357]	[48, 356, 11, 16, 67, 3770, 16, 2530, 9, 6019, 4, 208, 3, 776, 6]	[151, 184, 19, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
17136757_110_A1HKYY6XI2OHO1	test	0	[3, 95, 64, 4, 1988, 4734, 12, 4, 3657, 20]	[3, 95, 64, 4, 1988, 4734, 12, 4, 4518, 20]	[2763, 11, 7, 903, 5547, 8, 17, 10, 15, 388, 41, 7, 4429, 13, 1679, 6]	[2159, 34, 943, 858, 311, 57, 2006, 2892]	[39, 2159, 34, 943, 3607, 31, 565, 305, 57, 3566, 2763, 5]	[127, 36, 684, 7, 3301, 16, 2451, 32, 1761, 311, 6, 2751, 246, 21, 85, 2803, 3, 903, 2481, 9, 2388, 3457, 6]
18866076_35_AYFOAD75CRBKE	test	0	[2496, 1191, 11, 101, 580]	[2496, 1191, 11, 18, 101, 580]	[1761, 397, 5623, 31, 5565, 625, 6]	[460, 19, 10, 1069, 7, 578, 702, 13, 625]	[146, 460, 1348, 7, 1138, 1349, 13, 1346, 5]	[1326, 34, 908, 798, 4, 449, 1345, 342, 19, 94, 1203, 13, 956, 7, 1198, 702, 21, 1344, 470, 29, 625, 6]
20914539_302_A2JKETV64OU7DY	test	0	[1447, 543, 51, 2887, 2044, 6]	[1447, 543, 51, 10, 2887, 2044, 603, 6]	[1094, 678, 36, 10, 2595, 1679, 8, 36, 229, 4, 1447, 543, 6]	[48, 113, 2495, 17, 10, 15, 2883, 50, 2490, 2498, 4, 2223]	[25, 3, 113, 2495, 89, 3804, 379, 2490, 2498, 4, 2223, 5]	[48, 2247, 51, 534, 94, 7, 1068, 3757, 16, 3, 145, 34, 1364, 1353, 6]
17965626_211_A34QZDSTKZ3JO9	test	0	[2520, 1237, 647, 21, 49, 217, 18, 4775, 20]	[2520, 1237, 59, 18, 537, 21, 49, 36, 4775, 20]	[165, 37, 19, 3, 95, 1202, 9, 2520, 1237, 6]	[165, 37, 111, 3749, 23, 657, 16, 52, 776]	[39, 165, 168, 111, 4098, 884, 1929, 16, 52, 4157, 5]	[516, 24, 11, 221, 1599, 3801, 119, 22, 3373, 462, 12, 3826, 6]
18044030_131_A1OYYWJ2B7OQTD	test	1	[3, 120, 12, 288, 4241, 29, 1574, 16, 3, 449, 180, 293]	[3, 120, 12, 10, 147, 4241, 29, 1574, 16, 3, 449, 180, 293]	[1574, 28, 420, 592, 29, 395, 342, 17, 10, 15, 7, 299, 4909, 41, 20, 59, 10, 458, 3, 5773, 28, 9, 299, 6]	[1574, 59, 18, 2834, 4, 299]	[121, 1574, 199, 3744, 16, 299, 5]	[2274, 2219, 2926, 28, 592, 29, 395, 342, 8, 76, 425, 663, 29, 3, 2000, 1780, 51, 3685, 32, 425, 449, 180, 293, 14, 12, 1057, 7, 1972, 1317, 5]
19124980_363_A104V8NZIQFN2F	test	1	[1794, 12, 10, 7, 381, 4, 145, 2784]	[1794, 12, 7, 381, 4, 145, 2784]	[846, 3, 381, 4, 145, 2784, 5826, 3023, 65, 6]	[361, 384, 383, 27, 906, 7, 469]	[103, 7, 361, 386, 821, 961, 7, 735, 5]	[33, 20, 372, 703, 31, 860, 13, 7, 383, 4, 959, 425, 31, 239, 904, 16, 7, 924, 776, 5]
18199552_137_A104V8NZIQFN2F	test	0	[836, 24, 11, 889, 4, 1958, 7, 508]	[1778, 889, 1075, 4, 1958, 7, 508]	[257, 43, 24, 46, 1943, 4, 3102, 1543, 32, 7, 1265, 592, 9, 205, 3, 5764, 5893, 476, 9, 2525, 42, 7, 1112, 1816]	[4587, 592, 17, 10, 15, 52, 4312, 28, 291, 5524]	[25, 7, 4587, 5645, 89, 52, 5661, 28, 5659, 5654, 5]	[5674, 3, 4557]
18250327_695_A1CF6U3GF7DZEJ	test	0	[577, 55, 12, 7, 416, 4, 126]	[577, 55, 12, 10, 101, 4, 126]	[193, 27, 126, 7, 416, 50, 1006, 3, 356, 6]	[151, 184, 19, 10, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
18244743_0_A26FL95GUJEGYE	test	0	[45, 24, 5447, 3795, 69]	[45, 24, 117, 641]	[128, 2044, 3646, 2827, 4, 3, 641, 1351, 9, 404, 928, 5500, 6]	[151, 184, 19, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
19125637_0_A34QZDSTKZ3JO9	test	0	[1669, 217, 18, 793, 3641]	[1669, 36, 793, 3641]	[2175, 26, 11, 395, 14, 1669, 887, 68, 671, 2696, 4, 793, 3641, 6]	[361, 384, 383, 27, 10, 906, 7, 469]	[103, 7, 361, 386, 821, 961, 7, 735, 5]	[33, 20, 372, 703, 31, 860, 13, 7, 383, 4, 959, 425, 31, 239, 904, 16, 7, 924, 776, 5]
18246375_133_A3C9GGDXBZW62D	test	1	[1778, 825, 4, 1462, 210, 2891, 29, 1969]	[74, 154, 4, 1462, 210, 2891, 29, 1969]	[1556, 50, 1543, 8, 22, 5688, 51, 5934, 210, 2891, 4, 1969, 6]	[151, 184, 19, 10, 330]	[146, 151, 378, 380, 5]	[188, 264, 179, 14, 43, 222, 142, 19, 375, 42, 195, 9, 358, 237, 8, 374, 6]
18432065_0_A34QZDSTKZ3JO9	test	1	[334, 12, 84, 1130, 93, 10, 1954]	[334, 12, 84, 1130, 93, 1954]	[282, 11, 43, 2966, 21, 861, 35, 4, 126, 4, 108, 24, 16, 1946, 6]	[1833, 975, 17, 15, 265]	[25, 1833, 2918, 13, 1798, 89, 289, 5]	[48, 145, 770, 2929, 1971, 60, 14, 119, 123, 20, 108, 2859, 3, 1455, 9, 2635, 2825, 2890, 1722, 213, 5]
