#id	set	correctLabelW0orW1	warrant0	warrant1	reason	claim	debateTitle	debateInfo
16631058_323_A34QZDSTKZ3JO9	dev	0	[22, 98, 20, 100, 217, 17, 4820]	[22, 98, 20, 100, 217, 17, 2066]	[22, 24, 641, 215, 17, 2066, 30, 1252, 48, 359, 708, 6]	[359, 941, 13, 15, 654, 146, 681]	[13, 359, 941, 15, 654, 146, 681, 5]	[1950, 1994, 2009, 2010, 757, 4, 373, 1379, 3, 401, 4, 1723, 1473, 2014, 6, 8, 69, 3, 130, 656, 5]
17006393_116_AJNQ2PBD07FKE	dev	0	[26, 24, 287, 4079, 48, 3923, 3, 3917]	[26, 98, 20, 287, 4079, 48, 3923, 3, 3917]	[1574, 8, 3497, 9, 470, 91, 1288, 19, 8, 1475, 6]	[19, 13, 15, 143, 4, 584, 232, 329]	[13, 19, 15, 143, 4, 584, 232, 329, 5]	[28, 384, 1080, 16, 80, 176, 111, 325, 3, 299, 168, 4, 78, 1013, 3, 914, 12, 7, 329, 7, 494, 6]
14164442_347_APW9F8OTJ4KXO	dev	1	[3, 50, 1768, 10, 4777, 9, 2196]	[3, 50, 1768, 10, 1256, 9, 592]	[49, 10, 16, 17, 912, 16, 50, 1768, 430, 6]	[3, 792, 1909, 13, 11, 15, 1835, 4, 1338]	[2742, 1338, 17, 3, 792]	[13, 3, 792, 1909, 15, 1835, 4, 179, 35, 2713, 1016, 9, 1019, 1338, 5]
16633486_0_A1CF6U3GF7DZEJ	dev	0	[51, 36, 271, 890, 791]	[19, 8, 94, 4, 485, 44, 47, 146, 4243, 39, 51, 36, 11, 890, 791]	[55, 2223, 36, 890, 791, 81, 654, 146, 4243, 6]	[359, 941, 13, 11, 15, 654, 146, 681]	[13, 359, 941, 15, 654, 146, 681, 5]	[1950, 1994, 2009, 2010, 757, 4, 373, 1379, 3, 401, 4, 1723, 1473, 2014, 6, 8, 69, 3, 130, 656, 5]
16633208_453_A3TKD7EJ6BM0M5	dev	1	[2454, 55, 3340, 42, 144, 66, 7, 409]	[2454, 55, 3340, 42, 11, 144, 66]	[32, 18, 11, 21, 3, 3340, 17, 142, 4, 485, 22, 146, 3915, 681, 6]	[359, 941, 13, 11, 15, 654, 146, 681]	[13, 359, 941, 15, 654, 146, 681, 5]	[1950, 1994, 2009, 2010, 757, 4, 373, 1379, 3, 401, 4, 1723, 1473, 2014, 6, 8, 69, 3, 130, 656, 5]
13761219_365_AE861G0AY5RGT	dev	0	[231, 10, 11, 202, 4, 248, 25, 181, 310]	[231, 10, 202, 4, 248, 25, 181, 310]	[140, 1281, 234, 10, 17, 522, 14, 3, 167, 310, 39, 351, 16, 319, 25, 73, 1281, 37, 91, 1704, 2222, 793, 2492, 6]	[3, 326, 43, 102, 1750]	[18, 351, 155, 310, 48, 140, 35, 1281, 234, 5]	[43, 3, 326, 4, 216, 313, 102, 1881, 30, 1750, 5]
16146321_0_A34QZDSTKZ3JO9	dev	1	[32, 10, 3821, 28, 554, 4735]	[32, 10, 11, 3821, 28, 554, 4735]	[3821, 28, 554, 33, 1122, 4884, 554, 31, 3331, 3260, 6]	[554, 24, 11, 15, 7, 1829]	[24, 554, 238, 15, 7, 1829, 4, 532, 398, 4, 186, 5]	[24, 554, 15, 55, 1176, 17, 2688, 186, 9, 843, 303, 30, 8, 19, 57, 985, 2648, 4, 3, 285, 693, 5]
14388117_167_A34QZDSTKZ3JO9	dev	0	[22, 10, 11, 85, 4, 2412, 25, 228, 523]	[22, 10, 85, 4, 25, 228, 523]	[32, 42, 11, 344, 4965, 4, 2192, 141, 820, 19, 8, 271, 7, 1396, 228, 1917, 6]	[59, 116, 228, 523, 13, 11, 344, 44, 4, 728, 297, 229, 14, 25, 37]	[59, 116, 523, 1700, 25, 37, 31, 219]	[13, 59, 116, 228, 523, 344, 44, 4, 728, 297, 229, 14, 25, 37, 30, 460, 1625, 297, 1288, 5]
15975442_493_A34QZDSTKZ3JO9	dev	0	[3, 135, 24, 92, 3597, 7, 1256, 786, 12, 351]	[3, 135, 24, 3597, 351]	[2594, 13, 15, 379, 4, 2311, 3, 473, 6]	[520, 8, 238, 7, 473]	[8, 520, 238, 7, 473, 5]	[8, 2228, 520, 39, 88, 12, 7, 473, 14, 3, 117, 39, 51, 2271, 5]
16175182_252_AE861G0AY5RGT	dev	1	[2507, 7, 139, 8, 11, 7, 473, 14, 3, 4139, 9, 2095]	[2507, 7, 139, 13, 20, 15, 7, 473, 14, 3, 4139, 9, 2095]	[57, 45, 3272, 10, 255, 380, 363, 54, 9, 3, 98, 20, 259, 310, 6]	[3, 1057, 8, 57, 289, 4, 56, 146, 363, 54]	[8, 3, 1057, 57, 289, 4, 56, 146, 363, 54, 5]	[55, 1530, 786, 12, 363, 34, 21, 166, 3, 1057, 1333, 17, 275, 175, 6]
14383502_355_A1HKYY6XI2OHO1	dev	1	[412, 12, 2500, 399, 1359, 179, 25, 37, 521, 26, 24, 4968, 9, 1561, 29, 4885]	[412, 12, 2500, 399, 1359, 179, 25, 37]	[3749, 3280, 41, 20, 945, 2500, 6]	[59, 116, 228, 523, 13, 11, 344, 44, 4, 728, 297, 229, 14, 25, 37]	[59, 116, 523, 1700, 25, 37, 31, 219]	[13, 59, 116, 228, 523, 344, 44, 4, 728, 297, 229, 14, 25, 37, 30, 460, 1625, 297, 1288, 5]
14367986_0_A34QZDSTKZ3JO9	dev	0	[4192, 92, 106, 2344, 8, 2531]	[4192, 92, 106, 2344, 8, 3635]	[167, 458, 64, 1563, 7, 1589, 1241, 6]	[167, 35, 458, 65, 10, 72, 575]	[10, 167, 35, 458, 65, 72, 575, 5]	[18, 167, 35, 458, 65, 198, 55, 131, 712, 17, 115, 16, 30, 10, 26, 1155, 5]
14666389_480_A3GNQDFPZALU92	dev	1	[3, 171, 82, 2465, 171, 91, 18, 108, 10, 72, 4322, 62, 3, 38, 3820, 16, 19, 31, 131, 4, 169, 3820, 9, 2485, 23]	[3, 171, 82, 2465, 171, 91, 18, 108, 3931, 3, 38, 3820]	[222, 100, 3, 2413, 12, 1958, 14, 193, 4, 243, 100, 12, 485, 6]	[222, 8, 57, 529, 4, 100, 485]	[18, 222, 100, 3083, 485, 57, 203, 5]	[21, 222, 404, 325, 57, 529, 4, 100, 485, 30, 10, 26, 2489, 4, 3, 2518, 26, 1294, 607, 407, 5]
16174773_0_A1LZPWVZRTUZD0	dev	0	[34, 2483, 4, 56, 7, 509, 115, 9, 172, 4, 191, 310, 40, 684, 509, 64]	[34, 72, 56, 7, 509, 115, 9, 172, 4, 191, 310, 141, 40, 684, 509, 64]	[363, 64, 21, 325, 68, 716, 28, 3, 509, 12, 541, 4299, 6]	[3, 1057, 8, 57, 289, 4, 56, 146, 363, 54]	[8, 3, 1057, 57, 289, 4, 56, 146, 363, 54, 5]	[55, 1530, 786, 12, 363, 34, 21, 166, 3, 1057, 1333, 17, 275, 175, 6]
15885882_232_A34QZDSTKZ3JO9	dev	1	[208, 3339, 146, 3, 151]	[208, 18, 11, 1643, 3339, 146, 3, 151]	[262, 13, 15, 1365, 62, 22, 380, 25, 394, 17, 3, 527, 9, 151, 6]	[2534, 1297, 262]	[13, 116, 1297, 262, 116, 15, 1772, 5]	[1285, 2199, 1724, 10, 1088, 14, 55, 641, 4, 3, 679, 1232, 23, 7, 178, 1281, 17, 3, 117, 8, 7, 117, 1024, 6, 8, 69, 7, 38, 687, 5]
17009879_146_AYFOAD75CRBKE	dev	1	[23, 24, 1461, 17, 45, 461]	[23, 98, 20, 1461, 17, 45, 461]	[292, 4355, 31, 329, 4343, 417, 3782, 81, 4196, 417, 1294, 9, 236, 3689, 4748, 948, 15, 2266, 6]	[19, 13, 15, 191, 4, 584, 232, 329]	[13, 19, 15, 143, 4, 584, 232, 329, 5]	[28, 384, 1080, 16, 80, 176, 111, 325, 3, 299, 168, 4, 78, 1013, 3, 914, 12, 7, 329, 7, 494, 6]
13958896_134_A8GWYS9O8FUEK	dev	0	[582, 8, 11, 132, 185, 69]	[582, 8, 132, 185, 69]	[1197, 8, 20, 132, 43, 11, 1585, 16, 9, 36, 11, 83, 17, 3, 377, 6]	[582, 31, 898, 35, 1197, 60, 98, 20, 450]	[24, 582, 31, 898, 35, 1197, 60, 450, 5]	[24, 582, 31, 80, 3759, 60, 703, 3, 135, 70, 12, 189, 216, 3678, 30, 16, 62, 3721, 189, 3363, 16, 36, 19, 92, 78, 163, 415, 5]
14230144_193_AE861G0AY5RGT	dev	1	[2066, 8, 7, 277, 142]	[2066, 8, 11, 7, 277, 142]	[3, 3279, 761, 251, 646, 1083, 109, 123, 154, 7, 4831, 48, 3, 622, 6]	[148, 13, 15, 670, 4, 21, 110, 40, 63]	[8, 63, 987, 290, 7, 277, 387, 5]	[13, 29, 148, 15, 670, 4, 21, 110, 40, 63, 5]
16623737_154_A1DJNUJZN8FE7N	dev	0	[77, 913, 8, 55, 3882, 168]	[77, 913, 8, 7, 4837, 168]	[93, 36, 100, 282, 606, 334, 4, 15, 913, 6]	[93, 98, 20, 15, 538]	[24, 93, 15, 538, 5]	[943, 31, 864, 1005, 33, 1110, 918, 43, 102, 1006, 881, 23, 1011, 907, 8, 389, 6]
17017672_107_A1CF6U3GF7DZEJ	dev	1	[853, 72, 1063, 4, 486]	[853, 72, 1063, 4, 5031]	[1574, 8, 5105, 16, 2195, 9, 203, 704, 4, 5269, 9, 5076, 4, 100, 7, 3757, 4032, 6]	[19, 13, 15, 143, 4, 584, 232, 329]	[13, 19, 15, 143, 4, 584, 232, 329, 5]	[28, 384, 1080, 16, 80, 176, 111, 325, 3, 299, 168, 4, 78, 1013, 3, 914, 12, 7, 329, 7, 494, 6]
14385444_123_A34QZDSTKZ3JO9	dev	0	[22, 21, 7, 130, 4, 25, 228, 523, 71, 19, 41, 20, 418, 463]	[22, 21, 7, 130, 4, 25, 228, 523]	[161, 578, 982, 675, 33, 2184, 2561, 256, 17, 1072]	[59, 116, 228, 523, 13, 11, 344, 44, 4, 728, 297, 229, 14, 25, 37]	[59, 116, 523, 1700, 25, 37, 31, 219]	[13, 59, 116, 228, 523, 344, 44, 4, 728, 297, 229, 14, 25, 37, 30, 460, 1625, 297, 1288, 5]
14228063_268_AB98SGS280TY5	dev	0	[1379, 24, 21, 424, 3265, 393]	[1379, 21, 424, 3265, 393, 6]	[63, 987, 8, 277, 14, 331, 148, 6]	[148, 13, 15, 670, 4, 21, 110, 40, 63]	[8, 63, 987, 290, 7, 277, 387, 5]	[13, 29, 148, 15, 670, 4, 21, 110, 40, 63, 5]
16971054_138_A1I4CYG5YDFTYM	dev	1	[69, 8, 131, 4, 206, 23, 141, 17, 175, 3739, 79, 197, 7, 82, 139, 9, 13, 15, 1066, 443]	[69, 8, 131, 4, 206, 23, 141, 17, 175, 3739, 79, 197, 7, 82, 139, 95, 13, 20, 15, 1066, 443]	[7, 82, 1559, 8, 72, 49, 175, 1528, 16, 141, 71, 19, 67, 162, 43, 3440, 6]	[19, 8, 11, 562, 4, 362, 637, 119]	[8, 19, 562, 4, 362, 637, 119, 5]	[39, 34, 1995, 25, 1997, 9, 908, 14, 1455, 1978, 16, 13, 26, 330, 4, 1981, 4, 495, 594, 9, 1508, 1485, 5]
15332663_95_AE861G0AY5RGT	dev	0	[1884, 568, 1378, 8, 3842, 3, 167, 1180, 39, 7, 2528, 33, 47, 4384]	[1884, 568, 1378, 8, 11, 3, 167, 1180, 39, 7, 2528, 33, 47, 4384]	[32, 21, 199, 1137, 23, 1956, 16, 3252, 41, 11, 641, 138, 6]	[568, 1378, 13, 11, 15, 2272]	[13, 568, 1378, 15, 2272, 5]	[51, 129, 2528, 568, 1378, 1052, 14, 3455, 3294, 3586, 9, 3585, 2209, 6, 13, 29, 18, 108, 5]
13956677_337_A3GNQDFPZALU92	dev	0	[89, 3924, 221, 20, 224]	[89, 3924, 36, 224, 39, 22, 543, 70, 12, 3, 347, 87, 2507, 7, 139]	[2477, 393, 10, 57, 76, 6]	[582, 31, 898, 35, 1197, 60, 98, 20, 450]	[24, 582, 31, 898, 35, 1197, 60, 450, 5]	[24, 582, 31, 80, 3759, 60, 703, 3, 135, 70, 12, 189, 216, 3678, 30, 16, 62, 3721, 189, 3363, 16, 36, 19, 92, 78, 163, 415, 5]
14166865_207_A104V8NZIQFN2F	dev	1	[1338, 42, 319, 684, 3, 152, 12, 7, 4138, 12, 1019]	[1338, 42, 11, 684, 3, 152, 12, 7, 4138, 12, 1019]	[69, 42, 2438, 3, 761, 9, 152, 1181, 6]	[3, 792, 1909, 13, 11, 15, 1835, 4, 1338]	[2742, 1338, 17, 3, 792]	[13, 3, 792, 1909, 15, 1835, 4, 179, 35, 2713, 1016, 9, 1019, 1338, 5]
14102300_0_A247LJDZOGXJK6	dev	1	[29, 201, 2520, 713, 17, 29, 22, 2519, 4, 3, 177, 2220]	[29, 201, 2520, 713, 17, 1753, 22, 2519, 4, 3, 177, 2220]	[80, 176, 261, 43, 1137, 84, 177, 1345, 14, 3, 29, 1199, 24, 324, 7, 261, 6]	[667, 1128, 1382, 324, 3, 261]	[41, 667, 1128, 1382, 324, 3, 261, 5]	[21, 177, 1345, 16, 2471, 9, 50, 999, 23, 21, 1003, 1128, 1464, 2176, 1578, 3, 605, 40, 3, 395, 12, 50, 998, 5]
15769481_321_A138BU1VWM2RKN	dev	0	[4038, 2258, 8, 249, 131]	[4038, 2258, 8, 5020, 564]	[320, 19, 8, 731, 81, 126, 10, 7, 5097, 16, 49, 8, 20, 158, 4, 19, 4, 5208, 55, 4038, 6]	[18, 11, 3528, 2582]	[3395, 2582, 40, 3, 333, 5]	[36, 3, 4452, 31, 4738, 3528, 69, 171, 4624, 171, 1078, 5]
14253310_521_A1DJNUJZN8FE7N	dev	0	[579, 3237, 8, 755, 164, 271, 2459]	[579, 3237, 8, 755, 164, 437, 2459]	[4892, 28, 579, 3237, 10, 276, 52, 3279, 3638, 6]	[148, 13, 15, 670, 4, 21, 110, 40, 63]	[8, 63, 987, 290, 7, 277, 387, 5]	[13, 29, 148, 15, 670, 4, 21, 110, 40, 63, 5]
16174773_0_A1CF6U3GF7DZEJ	dev	0	[32, 72, 1063, 4, 15, 255, 7, 409, 12, 3272, 23, 10, 92, 1713]	[32, 72, 1063, 4, 15, 255, 7, 409, 12, 1319, 3272]	[363, 64, 21, 325, 68, 716, 28, 3, 509, 12, 541, 4299, 6]	[3, 1057, 8, 57, 289, 4, 56, 146, 363, 54]	[8, 3, 1057, 57, 289, 4, 56, 146, 363, 54, 5]	[55, 1530, 786, 12, 363, 34, 21, 166, 3, 1057, 1333, 17, 275, 175, 6]
14105269_189_A1I4CYG5YDFTYM	dev	0	[26, 18, 20, 754, 76, 332, 4, 4231, 23, 78, 19, 937, 14, 22, 4, 56, 62]	[26, 319, 754, 76, 332, 4, 4231, 23, 78, 19, 937, 14, 22, 4, 56, 62]	[1128, 946, 165, 7, 88, 424, 177, 362, 52, 3773, 6]	[667, 1128, 1382, 107, 3, 261]	[41, 667, 1128, 1382, 324, 3, 261, 5]	[21, 177, 1345, 16, 2471, 9, 50, 999, 23, 21, 1003, 1128, 1464, 2176, 1578, 3, 605, 40, 3, 395, 12, 50, 998, 5]
14663382_122_A1CF6U3GF7DZEJ	dev	0	[32, 21, 7, 409, 12, 4856, 33, 69]	[32, 21, 67, 5126, 33, 69]	[32, 4040, 222, 10, 587, 3294, 485, 47, 210, 3, 73, 9, 19, 8, 11, 4824, 6]	[222, 8, 57, 529, 4, 100, 485]	[18, 222, 100, 3083, 485, 57, 203, 5]	[21, 222, 404, 325, 57, 529, 4, 100, 485, 30, 10, 26, 2489, 4, 3, 2518, 26, 1294, 607, 407, 5]
14385444_123_AE861G0AY5RGT	dev	0	[49, 8, 1072, 17, 1100, 7, 578]	[49, 8, 67, 1072, 17, 1100, 7, 578]	[161, 578, 982, 675, 33, 2184, 2561, 256, 17, 1072]	[59, 116, 228, 523, 13, 11, 344, 44, 4, 728, 297, 229, 14, 25, 37]	[59, 116, 523, 1700, 25, 37, 31, 219]	[13, 59, 116, 228, 523, 344, 44, 4, 728, 297, 229, 14, 25, 37, 30, 460, 1625, 297, 1288, 5]
16683096_423_A1CF6U3GF7DZEJ	dev	0	[351, 36, 78, 3, 1380, 4713, 4, 876]	[351, 36, 78, 3, 1380, 150, 4713, 4, 876]	[3, 1380, 157, 4, 2117, 70, 84, 4, 78, 7, 683, 4880, 256, 9, 3, 1380, 36, 15, 3679, 6]	[548, 13, 11, 1735, 1287]	[13, 548, 1735, 1287, 481, 3, 1986, 337, 5]	[1686, 43, 1162, 481, 19, 154, 2330, 23, 106, 12, 3, 1986, 1935, 798, 7, 1061, 955, 23, 204, 21, 102, 379, 4, 2206, 582, 6]
14384573_542_A1CF6U3GF7DZEJ	dev	1	[17, 7, 128, 3908, 170, 59, 24, 18, 46, 26, 113]	[17, 7, 128, 3908, 170, 59, 24, 11, 164, 18, 46, 26, 113]	[114, 527, 8, 3908, 108, 228, 523, 13, 11, 15, 202, 4, 1448, 954, 6]	[59, 116, 228, 523, 13, 11, 344, 44, 4, 728, 297, 229, 14, 25, 37]	[59, 116, 523, 1700, 25, 37, 31, 219]	[13, 59, 116, 228, 523, 344, 44, 4, 728, 297, 229, 14, 25, 37, 30, 460, 1625, 297, 1288, 5]
17011337_517_A34QZDSTKZ3JO9	dev	1	[90, 978, 853, 18, 20, 1294, 1539]	[90, 978, 853, 1294, 1539]	[26, 27, 4, 100, 25, 914, 14, 1573, 9, 4424, 6]	[19, 13, 15, 143, 4, 584, 232, 329]	[13, 19, 15, 143, 4, 584, 232, 329, 5]	[28, 384, 1080, 16, 80, 176, 111, 325, 3, 299, 168, 4, 78, 1013, 3, 914, 12, 7, 329, 7, 494, 6]
17011720_275_A247LJDZOGXJK6	dev	1	[946, 24, 1459, 952, 19, 8, 334, 14, 25, 329, 4, 15, 202, 4, 145, 3345]	[946, 98, 20, 1459, 952, 19, 8, 334, 14, 25, 329, 4, 15, 202, 4, 145, 3345]	[292, 2266, 329, 154, 11, 202, 4, 145, 3345, 1381, 48, 55, 3959, 329, 141, 820, 948, 154, 202, 4, 259, 899, 1126, 4, 765, 9, 78, 18, 6]	[19, 13, 15, 143, 4, 584, 232, 329]	[13, 19, 15, 143, 4, 584, 232, 329, 5]	[28, 384, 1080, 16, 80, 176, 111, 325, 3, 299, 168, 4, 78, 1013, 3, 914, 12, 7, 329, 7, 494, 6]
14164520_0_A3GNQDFPZALU92	dev	1	[114, 27, 14, 572, 3235, 4, 513, 3, 171, 377, 171, 1686]	[114, 27, 14, 572, 13, 11, 513, 3, 171, 377, 171, 1686]	[19, 8, 316, 4, 114, 377, 4, 905, 29, 615, 1259, 6]	[3, 792, 1909, 13, 11, 15, 1835, 4, 1338]	[2742, 1338, 17, 3, 792]	[13, 3, 792, 1909, 15, 1835, 4, 179, 35, 2713, 1016, 9, 1019, 1338, 5]
14666422_261_AE861G0AY5RGT	dev	0	[222, 10, 1009, 4, 581, 1295, 26, 13, 15, 202, 4, 4156, 44, 28, 3683, 606, 334]	[222, 10, 1009, 4, 581, 1295, 26, 13, 15, 202, 4, 4156, 44, 28, 383, 3994]	[1295, 10, 29, 316, 52, 222, 404, 6]	[222, 8, 2489, 4, 2518]	[18, 222, 100, 3083, 485, 57, 203, 5]	[21, 222, 404, 325, 57, 529, 4, 100, 485, 30, 10, 26, 2489, 4, 3, 2518, 26, 1294, 607, 407, 5]
15416860_74_A1I4CYG5YDFTYM	dev	1	[26, 4082, 17, 25, 653, 9, 1185, 4168, 161, 44, 7, 562, 4227, 12, 3, 135, 39, 7, 612]	[26, 18, 20, 4082, 17, 25, 653, 9, 1185, 4168, 161, 44, 7, 562, 4227, 12, 3, 135, 39, 7, 612]	[3, 339, 174, 8, 92, 4992, 22, 16, 9, 41, 11, 1451, 47, 73, 208, 6]	[339, 174, 8, 57, 927]	[8, 3, 339, 174, 57, 927, 5]	[8, 2248, 2057, 3, 99, 75, 4, 460, 653, 519, 5, 30, 8, 224, 99, 3312, 3271, 5]
16632351_120_A1CF6U3GF7DZEJ	dev	0	[7, 4306, 36, 18, 108]	[7, 4306, 399, 11, 18, 108]	[55, 2223, 654, 146, 681, 8, 735, 4, 155, 3, 3971, 791, 215, 39, 3906, 39, 26, 10, 5071, 6]	[359, 941, 13, 11, 15, 654, 146, 681]	[13, 359, 941, 15, 654, 146, 681, 5]	[1950, 1994, 2009, 2010, 757, 4, 373, 1379, 3, 401, 4, 1723, 1473, 2014, 6, 8, 69, 3, 130, 656, 5]
15974201_37_A1DJNUJZN8FE7N	dev	1	[123, 18, 915, 23, 26, 854, 1967, 494, 28, 44]	[123, 18, 20, 915, 23, 26, 854, 1967, 494, 28, 44]	[123, 18, 11, 915, 23, 143, 351, 10, 624, 310, 23, 208, 42, 18, 6]	[520, 8, 11, 238, 7, 473]	[8, 520, 238, 7, 473, 5]	[8, 2228, 520, 39, 88, 12, 7, 473, 14, 3, 117, 39, 51, 2271, 5]
17014122_7_A104V8NZIQFN2F	dev	0	[329, 946, 13, 11, 21, 4, 709, 3, 82, 869, 12, 3, 1581]	[329, 946, 13, 709, 3, 869, 12, 3, 1581]	[3959, 853, 2438, 946, 3728, 6]	[19, 13, 15, 191, 4, 584, 232, 329]	[13, 19, 15, 143, 4, 584, 232, 329, 5]	[28, 384, 1080, 16, 80, 176, 111, 325, 3, 299, 168, 4, 78, 1013, 3, 914, 12, 7, 329, 7, 494, 6]
14228063_268_A3PILUAB7LZGWQ	dev	0	[7, 1934, 24, 259, 70, 84, 331, 7, 2436, 36, 15, 521, 19, 8, 3315, 236]	[7, 1934, 24, 11, 206, 84, 219, 7, 2436, 36, 15, 1223, 19, 8, 3315, 236]	[63, 987, 8, 277, 14, 331, 148, 6]	[148, 13, 15, 670, 4, 21, 110, 40, 63]	[8, 63, 987, 290, 7, 277, 387, 5]	[13, 29, 148, 15, 670, 4, 21, 110, 40, 63, 5]
14384573_137_A104V8NZIQFN2F	dev	0	[228, 523, 92, 324, 170]	[228, 523, 92, 107, 370, 170]	[81, 1004, 555, 170, 16, 19, 13, 15, 4946, 14, 170, 31, 3715, 6]	[59, 116, 228, 523, 13, 11, 344, 44, 4, 728, 297, 229, 14, 25, 37]	[59, 116, 523, 1700, 25, 37, 31, 219]	[13, 59, 116, 228, 523, 344, 44, 4, 728, 297, 229, 14, 25, 37, 30, 460, 1625, 297, 1288, 5]
14666389_480_AE861G0AY5RGT	dev	0	[1295, 10, 11, 1130, 4689]	[1295, 10, 17, 912, 1130, 4689]	[222, 100, 3, 2413, 12, 1958, 14, 193, 4, 243, 100, 12, 485, 6]	[222, 8, 57, 529, 4, 100, 485]	[18, 222, 100, 3083, 485, 57, 203, 5]	[21, 222, 404, 325, 57, 529, 4, 100, 485, 30, 10, 26, 2489, 4, 3, 2518, 26, 1294, 607, 407, 5]
13842381_154_A1HKYY6XI2OHO1	dev	1	[22, 10, 1866, 17, 4949, 1223, 602]	[22, 10, 1866, 17, 4010, 1223, 602]	[211, 157, 40, 83, 24, 15, 2554, 62, 7, 5262, 30, 5139, 6]	[770, 1415, 3531, 13, 15, 3443]	[532, 791, 4010, 5]	[13, 3, 770, 1415, 3531, 15, 3443, 5]
17006393_0_A1HKYY6XI2OHO1	dev	0	[1574, 8, 127, 4, 145, 3776]	[1574, 8, 20, 127, 4, 145, 3776]	[71, 7, 258, 1387, 29, 103, 25, 3776, 52, 25, 329, 16, 26, 13, 11, 21, 7, 3328, 6]	[19, 13, 15, 143, 4, 584, 232, 329]	[13, 19, 15, 143, 4, 584, 232, 329, 5]	[28, 384, 1080, 16, 80, 176, 111, 325, 3, 299, 168, 4, 78, 1013, 3, 914, 12, 7, 329, 7, 494, 6]
17014864_267_APW9F8OTJ4KXO	dev	0	[481, 3, 2386, 3280, 16, 853, 10, 2227, 4, 173, 1711, 23, 36, 15, 4088]	[481, 3, 2386, 3280, 16, 853, 10, 735, 4, 173, 1711, 23, 36, 15, 4088]	[292, 853, 112, 202, 4, 4865, 33, 3776, 9, 100, 25, 3757, 4032, 28, 3, 1711, 5103, 3, 3689, 4900, 44, 225, 602, 5200, 12, 33, 19, 31, 181, 481, 7, 410, 1278, 6]	[19, 13, 15, 191, 4, 584, 232, 329]	[13, 19, 15, 143, 4, 584, 232, 329, 5]	[28, 384, 1080, 16, 80, 176, 111, 325, 3, 299, 168, 4, 78, 1013, 3, 914, 12, 7, 329, 7, 494, 6]
17024278_160_A1HKYY6XI2OHO1	dev	1	[19, 31, 1191, 4, 4426, 25, 4163, 4, 78, 2034, 26, 854, 331]	[19, 31, 11, 1191, 4, 4426, 25, 4163, 4, 78, 2034, 26, 854, 331]	[1574, 232, 329, 24, 4097, 214, 4, 44, 1537, 4, 1899, 25, 657, 6]	[19, 13, 15, 143, 4, 584, 232, 329]	[13, 19, 15, 143, 4, 584, 232, 329, 5]	[28, 384, 1080, 16, 80, 176, 111, 325, 3, 299, 168, 4, 78, 1013, 3, 914, 12, 7, 329, 7, 494, 6]
16635954_53_APW9F8OTJ4KXO	dev	1	[689, 8, 77, 235, 14, 29, 334, 1104, 199]	[689, 8, 77, 235, 14, 150, 334, 1104, 199]	[3, 92, 38, 397, 4, 11, 769, 359, 941, 146, 681, 8, 22, 4054, 103, 152, 6]	[359, 941, 13, 15, 654, 146, 681]	[13, 359, 941, 15, 654, 146, 681, 5]	[1950, 1994, 2009, 2010, 757, 4, 373, 1379, 3, 401, 4, 1723, 1473, 2014, 6, 8, 69, 3, 130, 656, 5]
16632994_287_A34QZDSTKZ3JO9	dev	1	[681, 1911, 36, 1401, 70, 12, 2542]	[681, 1911, 36, 1401, 70, 12, 883]	[2542, 14, 1473, 243, 8, 249, 592, 6]	[359, 941, 13, 15, 654, 146, 681]	[13, 359, 941, 15, 654, 146, 681, 5]	[1950, 1994, 2009, 2010, 757, 4, 373, 1379, 3, 401, 4, 1723, 1473, 2014, 6, 8, 69, 3, 130, 656, 5]
16621616_320_A1I4CYG5YDFTYM	dev	1	[69, 1622, 7, 1206, 161, 44, 683, 9, 1154, 310, 39, 138, 39, 734, 146, 3, 151]	[69, 1622, 7, 1206, 161, 44, 5009, 9, 11, 1154, 310, 39, 138, 39, 734, 146, 3, 151]	[71, 7, 763, 8, 5089, 19, 8, 1131, 4, 243, 3, 61, 6]	[93, 98, 20, 15, 538]	[24, 93, 15, 538, 5]	[943, 31, 864, 1005, 33, 1110, 918, 43, 102, 1006, 881, 23, 1011, 907, 8, 389, 6]
16626629_87_A2D7S8Y2FAUWMC	dev	0	[410, 506, 2187, 23, 2541, 713, 17, 591, 1035]	[90, 506, 2187, 23, 2541, 713, 17, 591, 1035]	[506, 517, 3, 824, 357, 1035, 210, 1467, 861, 6]	[93, 98, 20, 15, 538]	[24, 93, 15, 538, 5]	[943, 31, 864, 1005, 33, 1110, 918, 43, 102, 1006, 881, 23, 1011, 907, 8, 389, 6]
14164520_257_A1CF6U3GF7DZEJ	dev	1	[32, 27, 4, 2156, 114, 678, 28, 377, 157]	[32, 27, 4, 2562, 869, 14, 3, 377]	[32, 27, 4, 2562, 869, 14, 377, 1534, 6]	[3, 792, 1909, 13, 11, 15, 1835, 4, 1338]	[2742, 1338, 17, 3, 792]	[13, 3, 792, 1909, 15, 1835, 4, 179, 35, 2713, 1016, 9, 1019, 1338, 5]
14386008_173_A1DJNUJZN8FE7N	dev	1	[59, 21, 424, 349]	[59, 116, 349, 13, 20, 15, 424]	[37, 21, 3, 3287, 130, 4, 1704, 297, 681, 6]	[59, 116, 228, 523, 13, 11, 344, 44, 4, 728, 297, 229, 14, 25, 37]	[59, 116, 523, 1700, 25, 37, 31, 219]	[13, 59, 116, 228, 523, 344, 44, 4, 728, 297, 229, 14, 25, 37, 30, 460, 1625, 297, 1288, 5]
